,TRACK_ID,FILENAME,BOUT_START,BOUT_END,PECKING,PECKING_FRAMES,MOULT,VIDEO_DURATION,BOUT_LENGTH,DATE,GROUP,TIME,GROUP_ID
1373,3687.0,20240807_5_00066.mp4,401.0,404.0,0,0.0,0.0,44.16,4.0,20240807,5,11.866666666666667,
1374,3688.0,20240807_5_00066.mp4,434.0,513.0,1,7.0,0.0,44.16,80.0,20240807,5,11.866666666666667,
1375,3689.0,20240807_5_00066.mp4,441.0,446.0,0,0.0,0.16666666666666666,44.16,6.0,20240807,5,11.866666666666667,
1376,3691.0,20240807_5_00066.mp4,514.0,568.0,1,2.0,0.018867924528301886,44.16,55.0,20240807,5,11.866666666666667,
1377,3692.0,20240807_5_00066.mp4,604.0,620.0,0,0.0,0.0,44.16,17.0,20240807,5,11.866666666666667,
1378,3693.0,20240807_5_00066.mp4,650.0,654.0,0,0.0,0.0,44.16,5.0,20240807,5,11.866666666666667,
1379,3694.0,20240807_5_00066.mp4,671.0,681.0,0,0.0,0.4444444444444444,44.16,11.0,20240807,5,11.866666666666667,
1380,3696.0,20240807_5_00066.mp4,882.0,909.0,1,3.0,0.4,44.16,28.0,20240807,5,11.866666666666667,
1381,3697.0,20240807_5_00066.mp4,925.0,938.0,0,0.0,0.2,44.16,14.0,20240807,5,11.866666666666667,
1382,3701.0,20240807_6_00067.mp4,0.0,21.0,0,0.0,0.5238095238095238,56.64,22.0,20240807,6,12.583333333333334,
1383,3704.0,20240807_6_00067.mp4,25.0,40.0,0,0.0,0.75,56.64,16.0,20240807,6,12.583333333333334,
1384,3705.0,20240807_6_00067.mp4,41.0,127.0,2,18.0,0.5581395348837209,56.64,87.0,20240807,6,12.583333333333334,
1385,3707.0,20240807_6_00067.mp4,129.0,130.0,0,0.0,0.0,56.64,2.0,20240807,6,12.583333333333334,
1386,3713.0,20240807_6_00067.mp4,138.0,169.0,0,0.0,0.5,56.64,32.0,20240807,6,12.583333333333334,
1387,3717.0,20240807_6_00067.mp4,175.0,312.0,1,2.0,0.1417910447761194,56.64,138.0,20240807,6,12.583333333333334,
1388,3718.0,20240807_6_00067.mp4,314.0,331.0,0,0.0,0.0,56.64,18.0,20240807,6,12.583333333333334,
1389,3728.0,20240807_6_00067.mp4,343.0,426.0,0,0.0,0.25,56.64,84.0,20240807,6,12.583333333333334,
1390,3729.0,20240807_6_00067.mp4,427.0,428.0,0,0.0,0.5,56.64,2.0,20240807,6,12.583333333333334,
1391,3734.0,20240807_6_00067.mp4,433.0,477.0,0,0.0,0.24444444444444444,56.64,45.0,20240807,6,12.583333333333334,
1392,3737.0,20240807_6_00067.mp4,480.0,494.0,0,0.0,0.13333333333333333,56.64,15.0,20240807,6,12.583333333333334,
1393,3739.0,20240807_6_00067.mp4,497.0,498.0,0,0.0,0.0,56.64,2.0,20240807,6,12.583333333333334,
1394,3740.0,20240807_6_00067.mp4,499.0,519.0,0,0.0,0.0,56.64,21.0,20240807,6,12.583333333333334,
1395,3741.0,20240807_6_00067.mp4,526.0,547.0,0,0.0,0.0,56.64,22.0,20240807,6,12.583333333333334,
1396,3750.0,20240807_6_00067.mp4,560.0,578.0,0,0.0,0.0,56.64,19.0,20240807,6,12.583333333333334,
1397,3751.0,20240807_6_00067.mp4,587.0,606.0,0,0.0,0.1,56.64,20.0,20240807,6,12.583333333333334,
1398,3755.0,20240807_6_00067.mp4,616.0,621.0,0,0.0,0.0,56.64,6.0,20240807,6,12.583333333333334,
1399,3756.0,20240807_6_00067.mp4,637.0,637.0,0,0.0,0.0,56.64,1.0,20240807,6,12.583333333333334,
1400,3758.0,20240807_6_00067.mp4,644.0,662.0,0,0.0,0.05263157894736842,56.64,19.0,20240807,6,12.583333333333334,
1401,3760.0,20240807_6_00067.mp4,665.0,804.0,0,0.0,0.3161764705882353,56.64,140.0,20240807,6,12.583333333333334,
1402,3761.0,20240807_6_00067.mp4,805.0,806.0,0,0.0,0.0,56.64,2.0,20240807,6,12.583333333333334,
1403,3763.0,20240807_6_00067.mp4,809.0,879.0,0,0.0,0.0,56.64,71.0,20240807,6,12.583333333333334,
1404,3764.0,20240807_6_00067.mp4,854.0,869.0,0,0.0,0.0,56.64,16.0,20240807,6,12.583333333333334,
1405,3765.0,20240807_6_00067.mp4,896.0,914.0,0,0.0,0.0,56.64,19.0,20240807,6,12.583333333333334,
1406,3766.0,20240807_6_00067.mp4,925.0,947.0,0,0.0,0.75,56.64,23.0,20240807,6,12.583333333333334,
1407,3767.0,20240807_6_00067.mp4,959.0,994.0,0,0.0,0.5142857142857142,56.64,36.0,20240807,6,12.583333333333334,
1408,3770.0,20240807_6_00067.mp4,1026.0,1055.0,0,0.0,0.11764705882352941,56.64,30.0,20240807,6,12.583333333333334,
1409,3774.0,20240807_6_00067.mp4,1061.0,1075.0,0,0.0,0.0,56.64,15.0,20240807,6,12.583333333333334,
1410,3775.0,20240807_6_00067.mp4,1115.0,1121.0,0,0.0,0.3333333333333333,56.64,7.0,20240807,6,12.583333333333334,
1411,3776.0,20240807_6_00067.mp4,1123.0,1143.0,0,0.0,0.047619047619047616,56.64,21.0,20240807,6,12.583333333333334,
1412,3780.0,20240807_6_00067.mp4,1147.0,1200.0,0,0.0,0.2641509433962264,56.64,54.0,20240807,6,12.583333333333334,
1413,3783.0,20240807_6_00068.mp4,45.0,68.0,0,0.0,0.0,60.96,24.0,20240807,6,12.583333333333334,
1414,3787.0,20240807_6_00068.mp4,84.0,88.0,1,5.0,0.0,60.96,5.0,20240807,6,12.583333333333334,
1415,3788.0,20240807_6_00068.mp4,107.0,155.0,2,5.0,0.08163265306122448,60.96,49.0,20240807,6,12.583333333333334,
1416,3790.0,20240807_6_00068.mp4,121.0,126.0,1,2.0,0.0,60.96,6.0,20240807,6,12.583333333333334,
1417,3791.0,20240807_6_00068.mp4,156.0,157.0,0,0.0,0.0,60.96,2.0,20240807,6,12.583333333333334,
1418,3792.0,20240807_6_00068.mp4,160.0,414.0,3,6.0,0.036,60.96,255.0,20240807,6,12.583333333333334,
1419,3794.0,20240807_6_00068.mp4,431.0,440.0,0,0.0,0.0,60.96,10.0,20240807,6,12.583333333333334,
1420,3797.0,20240807_6_00068.mp4,514.0,535.0,1,12.0,0.0,60.96,22.0,20240807,6,12.583333333333334,
1421,3798.0,20240807_6_00068.mp4,515.0,594.0,1,15.0,0.20833333333333334,60.96,80.0,20240807,6,12.583333333333334,
1422,3801.0,20240807_6_00068.mp4,600.0,607.0,0,0.0,0.0,60.96,8.0,20240807,6,12.583333333333334,
1423,3802.0,20240807_6_00068.mp4,610.0,695.0,1,2.0,0.025974025974025976,60.96,86.0,20240807,6,12.583333333333334,
1424,3804.0,20240807_6_00068.mp4,736.0,792.0,0,0.0,0.1111111111111111,60.96,57.0,20240807,6,12.583333333333334,
1425,3808.0,20240807_6_00068.mp4,795.0,806.0,0,0.0,0.0,60.96,12.0,20240807,6,12.583333333333334,
1426,3813.0,20240807_6_00068.mp4,811.0,834.0,0,0.0,0.0,60.96,24.0,20240807,6,12.583333333333334,
1427,3814.0,20240807_6_00068.mp4,838.0,1099.0,1,2.0,0.10344827586206896,60.96,262.0,20240807,6,12.583333333333334,
1428,3817.0,20240807_6_00068.mp4,1101.0,1102.0,0,0.0,0.0,60.96,2.0,20240807,6,12.583333333333334,
1429,3819.0,20240807_6_00068.mp4,1111.0,1232.0,1,2.0,0.2857142857142857,60.96,122.0,20240807,6,12.583333333333334,
1430,3821.0,20240807_6_00068.mp4,1235.0,1323.0,0,0.0,0.28735632183908044,60.96,89.0,20240807,6,12.583333333333334,
1431,3826.0,20240807_6_00068.mp4,1328.0,1367.0,2,12.0,0.025,60.96,40.0,20240807,6,12.583333333333334,
1432,3829.0,20240807_6_00068.mp4,1370.0,1433.0,0,0.0,0.359375,60.96,64.0,20240807,6,12.583333333333334,
1433,3831.0,20240807_6_00068.mp4,1434.0,1435.0,0,0.0,0.0,60.96,2.0,20240807,6,12.583333333333334,
1434,3835.0,20240807_6_00068.mp4,1438.0,1490.0,0,0.0,0.0,60.96,53.0,20240807,6,12.583333333333334,
1435,3836.0,20240807_6_00068.mp4,1493.0,1524.0,0,0.0,0.0,60.96,32.0,20240807,6,12.583333333333334,
1436,3837.0,20240807_6_00069.mp4,0.0,126.0,0,0.0,0.05511811023622047,92.16,127.0,20240807,6,12.583333333333334,
1437,3840.0,20240807_6_00069.mp4,132.0,135.0,0,0.0,0.0,92.16,4.0,20240807,6,12.583333333333334,
1438,3841.0,20240807_6_00069.mp4,150.0,303.0,0,0.0,0.16216216216216217,92.16,154.0,20240807,6,12.583333333333334,
1439,3848.0,20240807_6_00069.mp4,570.0,570.0,0,0.0,0.0,92.16,1.0,20240807,6,12.583333333333334,
1440,3850.0,20240807_6_00069.mp4,588.0,648.0,0,0.0,0.0,92.16,61.0,20240807,6,12.583333333333334,
1441,3852.0,20240807_6_00069.mp4,651.0,654.0,0,0.0,0.0,92.16,4.0,20240807,6,12.583333333333334,
1442,3855.0,20240807_6_00069.mp4,661.0,704.0,1,1.0,0.0,92.16,44.0,20240807,6,12.583333333333334,
1443,3856.0,20240807_6_00069.mp4,705.0,779.0,0,0.0,0.0,92.16,75.0,20240807,6,12.583333333333334,
1444,3862.0,20240807_6_00069.mp4,786.0,844.0,0,0.0,0.06818181818181818,92.16,59.0,20240807,6,12.583333333333334,
1445,3865.0,20240807_6_00069.mp4,806.0,818.0,0,0.0,0.9230769230769231,92.16,13.0,20240807,6,12.583333333333334,
1446,3869.0,20240807_6_00069.mp4,822.0,823.0,0,0.0,0.0,92.16,2.0,20240807,6,12.583333333333334,
1447,3870.0,20240807_6_00069.mp4,823.0,832.0,0,0.0,0.0,92.16,10.0,20240807,6,12.583333333333334,
1448,3872.0,20240807_6_00069.mp4,824.0,833.0,0,0.0,0.8,92.16,10.0,20240807,6,12.583333333333334,
1449,3874.0,20240807_6_00069.mp4,829.0,833.0,0,0.0,0.6,92.16,5.0,20240807,6,12.583333333333334,
1450,3875.0,20240807_6_00069.mp4,835.0,920.0,1,2.0,0.8181818181818182,92.16,86.0,20240807,6,12.583333333333334,
1451,3876.0,20240807_6_00069.mp4,837.0,844.0,0,0.0,0.0,92.16,8.0,20240807,6,12.583333333333334,
1452,3879.0,20240807_6_00069.mp4,864.0,883.0,0,0.0,0.3333333333333333,92.16,20.0,20240807,6,12.583333333333334,
1453,3881.0,20240807_6_00069.mp4,873.0,918.0,1,7.0,0.14705882352941177,92.16,46.0,20240807,6,12.583333333333334,
1454,3882.0,20240807_6_00069.mp4,887.0,898.0,0,0.0,0.0,92.16,12.0,20240807,6,12.583333333333334,
1455,3884.0,20240807_6_00069.mp4,903.0,1016.0,3,15.0,0.18095238095238095,92.16,114.0,20240807,6,12.583333333333334,
1456,3887.0,20240807_6_00069.mp4,924.0,952.0,0,0.0,0.9047619047619048,92.16,29.0,20240807,6,12.583333333333334,
1457,3888.0,20240807_6_00069.mp4,925.0,941.0,0,0.0,0.0,92.16,17.0,20240807,6,12.583333333333334,
1458,3890.0,20240807_6_00069.mp4,957.0,1033.0,0,0.0,0.0,92.16,77.0,20240807,6,12.583333333333334,
1459,3896.0,20240807_6_00069.mp4,1020.0,1083.0,0,0.0,0.017241379310344827,92.16,64.0,20240807,6,12.583333333333334,
1460,3898.0,20240807_6_00069.mp4,1027.0,1034.0,0,0.0,0.5,92.16,8.0,20240807,6,12.583333333333334,
1461,3903.0,20240807_6_00069.mp4,1053.0,1076.0,0,0.0,0.0,92.16,24.0,20240807,6,12.583333333333334,
1462,3907.0,20240807_6_00069.mp4,1080.0,1082.0,0,0.0,0.3333333333333333,92.16,3.0,20240807,6,12.583333333333334,
1463,3908.0,20240807_6_00069.mp4,1087.0,1100.0,0,0.0,0.0,92.16,14.0,20240807,6,12.583333333333334,
1464,3910.0,20240807_6_00069.mp4,1091.0,1176.0,0,0.0,0.02040816326530612,92.16,86.0,20240807,6,12.583333333333334,
1465,3911.0,20240807_6_00069.mp4,1105.0,1123.0,0,0.0,0.0,92.16,19.0,20240807,6,12.583333333333334,
1466,3912.0,20240807_6_00069.mp4,1111.0,1112.0,0,0.0,0.5,92.16,2.0,20240807,6,12.583333333333334,
1467,3914.0,20240807_6_00069.mp4,1127.0,1163.0,0,0.0,0.0,92.16,37.0,20240807,6,12.583333333333334,
1468,3915.0,20240807_6_00069.mp4,1138.0,1142.0,0,0.0,1.0,92.16,5.0,20240807,6,12.583333333333334,
1469,3916.0,20240807_6_00069.mp4,1144.0,1176.0,0,0.0,0.8666666666666667,92.16,33.0,20240807,6,12.583333333333334,
1470,3918.0,20240807_6_00069.mp4,1168.0,1224.0,1,3.0,0.32142857142857145,92.16,57.0,20240807,6,12.583333333333334,
1471,3920.0,20240807_6_00069.mp4,1180.0,1180.0,0,0.0,0.0,92.16,1.0,20240807,6,12.583333333333334,
1472,3923.0,20240807_6_00069.mp4,1184.0,1377.0,3,15.0,0.017241379310344827,92.16,194.0,20240807,6,12.583333333333334,
1473,3926.0,20240807_6_00069.mp4,1205.0,1211.0,1,3.0,0.6666666666666666,92.16,7.0,20240807,6,12.583333333333334,
1474,3927.0,20240807_6_00069.mp4,1208.0,1467.0,0,0.0,0.0,92.16,260.0,20240807,6,12.583333333333334,
1475,3930.0,20240807_6_00069.mp4,1233.0,1248.0,0,0.0,0.0,92.16,16.0,20240807,6,12.583333333333334,
1476,3932.0,20240807_6_00069.mp4,1253.0,1264.0,0,0.0,0.0,92.16,12.0,20240807,6,12.583333333333334,
1477,3933.0,20240807_6_00069.mp4,1259.0,1282.0,0,0.0,0.3333333333333333,92.16,24.0,20240807,6,12.583333333333334,
1478,3935.0,20240807_6_00069.mp4,1272.0,1296.0,0,0.0,0.041666666666666664,92.16,25.0,20240807,6,12.583333333333334,
1479,3936.0,20240807_6_00069.mp4,1303.0,1317.0,0,0.0,0.07142857142857142,92.16,15.0,20240807,6,12.583333333333334,
1480,3937.0,20240807_6_00069.mp4,1304.0,1361.0,0,0.0,0.03225806451612903,92.16,58.0,20240807,6,12.583333333333334,
1481,3939.0,20240807_6_00069.mp4,1337.0,1368.0,0,0.0,0.14285714285714285,92.16,32.0,20240807,6,12.583333333333334,
1482,3941.0,20240807_6_00069.mp4,1372.0,1413.0,0,0.0,0.21052631578947367,92.16,42.0,20240807,6,12.583333333333334,
1483,3950.0,20240807_6_00069.mp4,1407.0,1623.0,3,27.0,0.2916666666666667,92.16,217.0,20240807,6,12.583333333333334,
1484,3954.0,20240807_6_00069.mp4,1448.0,1453.0,0,0.0,0.0,92.16,6.0,20240807,6,12.583333333333334,
1485,3953.0,20240807_6_00069.mp4,1460.0,1512.0,0,0.0,0.19230769230769232,92.16,53.0,20240807,6,12.583333333333334,
1486,3956.0,20240807_6_00069.mp4,1475.0,1498.0,0,0.0,0.0,92.16,24.0,20240807,6,12.583333333333334,
1487,3958.0,20240807_6_00069.mp4,1520.0,1603.0,1,3.0,0.4794520547945205,92.16,84.0,20240807,6,12.583333333333334,
1488,3969.0,20240807_6_00069.mp4,1611.0,1614.0,0,0.0,0.5,92.16,4.0,20240807,6,12.583333333333334,
1489,3977.0,20240807_6_00069.mp4,1624.0,1653.0,0,0.0,0.9333333333333333,92.16,30.0,20240807,6,12.583333333333334,
1490,3978.0,20240807_6_00069.mp4,1654.0,1654.0,0,0.0,0.0,92.16,1.0,20240807,6,12.583333333333334,
1491,3979.0,20240807_6_00069.mp4,1655.0,1656.0,0,0.0,0.5,92.16,2.0,20240807,6,12.583333333333334,
1492,3983.0,20240807_6_00069.mp4,1660.0,1800.0,0,0.0,0.2624113475177305,92.16,141.0,20240807,6,12.583333333333334,
1493,4000.0,20240807_6_00069.mp4,1809.0,1810.0,0,0.0,0.0,92.16,2.0,20240807,6,12.583333333333334,
1494,4001.0,20240807_6_00069.mp4,1811.0,1812.0,0,0.0,0.0,92.16,2.0,20240807,6,12.583333333333334,
1495,4004.0,20240807_6_00069.mp4,1815.0,1944.0,1,1.0,0.36363636363636365,92.16,130.0,20240807,6,12.583333333333334,
1496,4006.0,20240807_6_00069.mp4,1841.0,1844.0,0,0.0,0.0,92.16,4.0,20240807,6,12.583333333333334,
1497,4008.0,20240807_6_00069.mp4,1868.0,1910.0,0,0.0,0.0,92.16,43.0,20240807,6,12.583333333333334,
1498,4010.0,20240807_6_00069.mp4,1921.0,1948.0,1,3.0,0.0,92.16,28.0,20240807,6,12.583333333333334,
1499,4012.0,20240807_6_00069.mp4,1950.0,1953.0,0,0.0,0.0,92.16,4.0,20240807,6,12.583333333333334,
1500,4013.0,20240807_6_00069.mp4,1955.0,1988.0,2,13.0,0.4411764705882353,92.16,34.0,20240807,6,12.583333333333334,
1501,4021.0,20240807_6_00069.mp4,1991.0,1993.0,0,0.0,0.0,92.16,3.0,20240807,6,12.583333333333334,
1502,4022.0,20240807_6_00069.mp4,1994.0,2088.0,0,0.0,0.0,92.16,95.0,20240807,6,12.583333333333334,
1503,4023.0,20240807_6_00069.mp4,1995.0,1998.0,0,0.0,0.0,92.16,4.0,20240807,6,12.583333333333334,
1504,4025.0,20240807_6_00069.mp4,2002.0,2052.0,4,19.0,0.16,92.16,51.0,20240807,6,12.583333333333334,
1505,4038.0,20240807_6_00069.mp4,2072.0,2115.0,2,,0.4166666666666667,92.16,44.0,20240807,6,12.583333333333334,
1506,4040.0,20240807_6_00069.mp4,2116.0,2119.0,0,0.0,0.0,92.16,4.0,20240807,6,12.583333333333334,
1507,4042.0,20240807_6_00069.mp4,2187.0,2199.0,0,0.0,0.0,92.16,13.0,20240807,6,12.583333333333334,
1508,4049.0,20240807_7_00070.mp4,0.0,4.0,0,0.0,1.0,107.04,5.0,20240807,7,13.416666666666666,
1509,4052.0,20240807_7_00070.mp4,12.0,36.0,0,0.0,0.9565217391304348,107.04,25.0,20240807,7,13.416666666666666,
1510,4053.0,20240807_7_00070.mp4,63.0,71.0,0,0.0,1.0,107.04,9.0,20240807,7,13.416666666666666,
1511,4058.0,20240807_7_00070.mp4,112.0,132.0,0,0.0,1.0,107.04,21.0,20240807,7,13.416666666666666,
1512,4059.0,20240807_7_00070.mp4,133.0,171.0,1,3.0,1.0,107.04,39.0,20240807,7,13.416666666666666,
1513,4064.0,20240807_7_00070.mp4,175.0,201.0,0,0.0,0.9629629629629629,107.04,27.0,20240807,7,13.416666666666666,
1514,4065.0,20240807_7_00070.mp4,202.0,230.0,0,0.0,1.0,107.04,29.0,20240807,7,13.416666666666666,
1515,4068.0,20240807_7_00070.mp4,233.0,234.0,0,0.0,1.0,107.04,2.0,20240807,7,13.416666666666666,
1516,4069.0,20240807_7_00070.mp4,235.0,236.0,0,0.0,0.5,107.04,2.0,20240807,7,13.416666666666666,
1517,4070.0,20240807_7_00070.mp4,237.0,291.0,2,8.0,0.9818181818181818,107.04,55.0,20240807,7,13.416666666666666,
1518,4071.0,20240807_7_00070.mp4,294.0,296.0,0,0.0,0.3333333333333333,107.04,3.0,20240807,7,13.416666666666666,
1519,4075.0,20240807_7_00070.mp4,420.0,420.0,0,0.0,1.0,107.04,1.0,20240807,7,13.416666666666666,
1520,4077.0,20240807_7_00070.mp4,438.0,469.0,0,0.0,0.9090909090909091,107.04,32.0,20240807,7,13.416666666666666,
1521,4100.0,20240807_7_00070.mp4,544.0,594.0,2,8.0,1.0,107.04,51.0,20240807,7,13.416666666666666,
1522,4102.0,20240807_7_00070.mp4,599.0,616.0,0,0.0,1.0,107.04,18.0,20240807,7,13.416666666666666,
1523,4105.0,20240807_7_00070.mp4,623.0,771.0,0,0.0,1.0,107.04,149.0,20240807,7,13.416666666666666,
1524,4108.0,20240807_7_00070.mp4,779.0,790.0,1,3.0,1.0,107.04,12.0,20240807,7,13.416666666666666,
1525,4109.0,20240807_7_00070.mp4,781.0,792.0,0,0.0,1.0,107.04,12.0,20240807,7,13.416666666666666,
1526,4111.0,20240807_7_00070.mp4,831.0,843.0,0,0.0,1.0,107.04,13.0,20240807,7,13.416666666666666,
1527,4114.0,20240807_7_00070.mp4,874.0,975.0,1,2.0,0.9891304347826086,107.04,102.0,20240807,7,13.416666666666666,
1528,4121.0,20240807_7_00070.mp4,978.0,1022.0,1,1.0,0.9545454545454546,107.04,45.0,20240807,7,13.416666666666666,
1529,4123.0,20240807_7_00070.mp4,1028.0,1076.0,0,0.0,0.875,107.04,49.0,20240807,7,13.416666666666666,
1530,4130.0,20240807_7_00070.mp4,1091.0,1138.0,0,0.0,0.9130434782608695,107.04,48.0,20240807,7,13.416666666666666,
1531,4134.0,20240807_7_00070.mp4,1144.0,1169.0,0,0.0,0.96,107.04,26.0,20240807,7,13.416666666666666,
1532,4135.0,20240807_7_00070.mp4,1191.0,1206.0,0,0.0,1.0,107.04,16.0,20240807,7,13.416666666666666,
1533,4137.0,20240807_7_00070.mp4,1218.0,1228.0,0,0.0,1.0,107.04,11.0,20240807,7,13.416666666666666,
1534,4143.0,20240807_7_00070.mp4,1241.0,1277.0,0,0.0,1.0,107.04,37.0,20240807,7,13.416666666666666,
1535,4149.0,20240807_7_00070.mp4,1327.0,1364.0,0,0.0,1.0,107.04,38.0,20240807,7,13.416666666666666,
1536,4151.0,20240807_7_00070.mp4,1366.0,1401.0,0,0.0,1.0,107.04,36.0,20240807,7,13.416666666666666,
1537,4152.0,20240807_7_00070.mp4,1406.0,1421.0,0,0.0,1.0,107.04,16.0,20240807,7,13.416666666666666,
1538,4154.0,20240807_7_00070.mp4,1427.0,1448.0,0,0.0,1.0,107.04,22.0,20240807,7,13.416666666666666,
1539,4156.0,20240807_7_00070.mp4,1437.0,1454.0,1,2.0,1.0,107.04,18.0,20240807,7,13.416666666666666,
1540,4158.0,20240807_7_00070.mp4,1452.0,1453.0,0,0.0,1.0,107.04,2.0,20240807,7,13.416666666666666,
1541,4163.0,20240807_7_00070.mp4,1461.0,1462.0,0,0.0,1.0,107.04,2.0,20240807,7,13.416666666666666,
1542,4165.0,20240807_7_00070.mp4,1464.0,1527.0,1,2.0,0.984375,107.04,64.0,20240807,7,13.416666666666666,
1543,4167.0,20240807_7_00070.mp4,1528.0,1529.0,0,0.0,1.0,107.04,2.0,20240807,7,13.416666666666666,
1544,4168.0,20240807_7_00070.mp4,1530.0,1550.0,1,2.0,0.9047619047619048,107.04,21.0,20240807,7,13.416666666666666,
1545,4174.0,20240807_7_00070.mp4,1558.0,1559.0,0,0.0,1.0,107.04,2.0,20240807,7,13.416666666666666,
1546,4175.0,20240807_7_00070.mp4,1560.0,1585.0,0,0.0,0.96,107.04,26.0,20240807,7,13.416666666666666,
1547,4176.0,20240807_7_00070.mp4,1586.0,1651.0,2,4.0,0.9534883720930233,107.04,66.0,20240807,7,13.416666666666666,
1548,4184.0,20240807_7_00070.mp4,1655.0,1707.0,0,0.0,0.9591836734693877,107.04,53.0,20240807,7,13.416666666666666,
1549,4185.0,20240807_7_00070.mp4,1661.0,1661.0,0,0.0,1.0,107.04,1.0,20240807,7,13.416666666666666,
1550,4187.0,20240807_7_00070.mp4,1720.0,1742.0,1,2.0,0.16666666666666666,107.04,23.0,20240807,7,13.416666666666666,
1551,4188.0,20240807_7_00070.mp4,1722.0,1732.0,0,0.0,1.0,107.04,11.0,20240807,7,13.416666666666666,
1552,4191.0,20240807_7_00070.mp4,1737.0,1737.0,1,1.0,1.0,107.04,1.0,20240807,7,13.416666666666666,
1553,4193.0,20240807_7_00070.mp4,1741.0,1755.0,0,0.0,1.0,107.04,15.0,20240807,7,13.416666666666666,
1554,4196.0,20240807_7_00070.mp4,1763.0,1765.0,0,0.0,1.0,107.04,3.0,20240807,7,13.416666666666666,
1555,4198.0,20240807_7_00070.mp4,1768.0,1790.0,0,0.0,1.0,107.04,23.0,20240807,7,13.416666666666666,
1556,4200.0,20240807_7_00070.mp4,1826.0,1840.0,1,2.0,1.0,107.04,15.0,20240807,7,13.416666666666666,
1557,4201.0,20240807_7_00070.mp4,1847.0,1859.0,0,0.0,1.0,107.04,13.0,20240807,7,13.416666666666666,
1558,4202.0,20240807_7_00070.mp4,1876.0,1895.0,0,0.0,1.0,107.04,20.0,20240807,7,13.416666666666666,
1559,4204.0,20240807_7_00070.mp4,1913.0,1984.0,1,6.0,1.0,107.04,72.0,20240807,7,13.416666666666666,
1560,4205.0,20240807_7_00070.mp4,1946.0,1961.0,1,3.0,1.0,107.04,16.0,20240807,7,13.416666666666666,
1561,4206.0,20240807_7_00070.mp4,1980.0,1980.0,0,0.0,0.0,107.04,1.0,20240807,7,13.416666666666666,
1562,4208.0,20240807_7_00070.mp4,1986.0,2054.0,0,0.0,1.0,107.04,69.0,20240807,7,13.416666666666666,
1563,4209.0,20240807_7_00070.mp4,2006.0,2033.0,0,0.0,1.0,107.04,28.0,20240807,7,13.416666666666666,
1564,4213.0,20240807_7_00070.mp4,2059.0,2080.0,0,0.0,1.0,107.04,22.0,20240807,7,13.416666666666666,
1565,4214.0,20240807_7_00070.mp4,2135.0,2624.0,13,112.0,0.15299334811529933,107.04,490.0,20240807,7,13.416666666666666,
1566,4218.0,20240807_7_00070.mp4,2211.0,2220.0,0,0.0,1.0,107.04,10.0,20240807,7,13.416666666666666,
1567,4227.0,20240807_7_00070.mp4,2242.0,2261.0,0,0.0,0.0,107.04,20.0,20240807,7,13.416666666666666,
1568,4265.0,20240811_10_00084.mp4,69.0,140.0,2,5.0,0.6507936507936508,50.88,72.0,20240811,10,12.266666666666667,cmra
1569,4271.0,20240811_10_00084.mp4,167.0,184.0,0,0.0,0.0625,50.88,18.0,20240811,10,12.266666666666667,cmra
1570,4272.0,20240811_10_00084.mp4,188.0,189.0,0,0.0,0.0,50.88,2.0,20240811,10,12.266666666666667,cmra
1571,4273.0,20240811_10_00084.mp4,190.0,218.0,0,0.0,0.84,50.88,29.0,20240811,10,12.266666666666667,cmra
1572,4277.0,20240811_10_00084.mp4,229.0,253.0,0,0.0,0.875,50.88,25.0,20240811,10,12.266666666666667,cmra
1573,4280.0,20240811_10_00084.mp4,260.0,323.0,0,0.0,0.6721311475409836,50.88,64.0,20240811,10,12.266666666666667,cmra
1574,4281.0,20240811_10_00084.mp4,325.0,361.0,0,0.0,0.35135135135135137,50.88,37.0,20240811,10,12.266666666666667,cmra
1575,4282.0,20240811_10_00084.mp4,362.0,469.0,1,4.0,0.5656565656565656,50.88,108.0,20240811,10,12.266666666666667,cmra
1576,4283.0,20240811_10_00084.mp4,470.0,505.0,1,2.0,0.8611111111111112,50.88,36.0,20240811,10,12.266666666666667,cmra
1577,4284.0,20240811_10_00084.mp4,506.0,507.0,0,0.0,1.0,50.88,2.0,20240811,10,12.266666666666667,cmra
1578,4289.0,20240811_10_00084.mp4,514.0,547.0,1,,0.3333333333333333,50.88,34.0,20240811,10,12.266666666666667,cmra
1579,4292.0,20240811_10_00084.mp4,570.0,624.0,1,2.0,0.2830188679245283,50.88,55.0,20240811,10,12.266666666666667,cmra
1580,4293.0,20240811_10_00084.mp4,612.0,612.0,0,0.0,1.0,50.88,1.0,20240811,10,12.266666666666667,cmra
1581,4295.0,20240811_10_00084.mp4,626.0,656.0,2,12.0,0.8387096774193549,50.88,31.0,20240811,10,12.266666666666667,cmra
1582,4303.0,20240811_10_00084.mp4,754.0,774.0,0,0.0,0.5,50.88,21.0,20240811,10,12.266666666666667,cmra
1583,4306.0,20240811_10_00084.mp4,775.0,776.0,0,0.0,1.0,50.88,2.0,20240811,10,12.266666666666667,cmra
1584,4313.0,20240811_10_00084.mp4,1060.0,1074.0,0,0.0,0.2,50.88,15.0,20240811,10,12.266666666666667,cmra
1585,4320.0,20240811_10_00084.mp4,1251.0,1251.0,0,0.0,0.0,50.88,1.0,20240811,10,12.266666666666667,cmra
1586,4311.0,20240811_10_00084.mp4,1264.0,1268.0,0,0.0,0.0,50.88,5.0,20240811,10,12.266666666666667,cmra
