Group_id,Ind,Sex,Moult,Notes,
20240629_5,pWbo,m,5,,
20240629_6,sMow,m,5,,
20240629_6,hBy,m,5,,
20240629_6,pANm,m,5,,
20240629_6,zWBWwg,m,5,,
20240629_6,jMna,m,5,,
20240629_6,sGa,m,5,,
20240629_6,sYw,m,5,,
20240629_6,cMra,f,,,
20240629_6,jBbwb,m,5,,
20240629_6,sYNn,u,,,
20240705_1,sBbwb,u,,,
20240705_1,jMrw,m,5,,
20240705_1,jBRb,f,,,
20240705_1,sWa,m,5,,
20240705_1,iWq,m,5,,
20240705_2,sOo,m,5,,
20240705_2,jBn,m,5,,
20240705_2,sGn,m,5,,
20240705_2,pBGrb,f,,,
20240705_2,sMag,m,5,,
20240705_3,jWRna,f,,,
20240705_3,zWBWwg,m,5,,
20240705_3,jMna,m,5,,
20240705_3,jBn,m,5,,
20240705_3,sOo,m,5,,
20240705_3,sMag,m,5,,
20240705_3,sGn,m,5,,
20240705_3,pBGrb,f,,,
20240705_3,sGn,m,5,,
20240705_4,cOnr,m,5,,
20240705_4,pBGrb,f,,,
20240705_4,jBn,m,5,,
20240705_4,sMag,m,5,,
20240705_4,sOo,m,5,,
20240705_4,sGn,m,5,,
20240705_4,GBB,f,,,
20240705_5,cGRb,m,5,,
20240705_5,sWBWgb,m,5,,
20240705_5,pWByn,f,,,
20240705_5,pRWob,m,5,,
20240705_6,jBrn,m,5,,
20240705_6,sGgr,u,,,
20240705_6,sOag,u,,,
20240705_6,iMy,m,5,,
20240705_6,sAWgr,u,,,
20240705_6,pYNYba,m,5,,
20240705_6,pObo,m,5,,
20240705_7,pWbo,m,5,,
20240705_7,sBYg,m,5,,
20240705_7,sWMq,m,5,,
20240705_7,sYnr,m,5,one tail feather,
20240705_7,sWrb,u,,,
20240705_8,uOq,m,5,,
20240705_8,sRNnr,m,5,,
20240705_8,uGwg,m,5,,
20240705_8,sARow,m,5,,
20240705_8,uYwg,m,5,,
20240705_8,cNb,m,5,,
20240705_8,hBna,m,5,,
20240705_8,sYRo,m,5,,
20240705_9,sMow,m,5,,
20240705_9,hBy,m,5,,
20240705_9,sYw,m,5,,
20240705_9,pANm,m,5,,
20240705_9,sGa,m,5,,
20240705_9,jBbwb,m,5,,
20240705_9,cMra,f,,,
20240707_1,zWBWwg,m,5,,
20240707_1,jWRna,f,,,
20240707_1,jMna,m,5,Eats in dumping truck (construction site),
20240707_2,iNyb,m,4.5,,
20240707_2,cOnr,m,5,,
20240707_2,pBGrb,f,,,
20240707_2,sGn,m,5,,
20240707_2,GBB,f,,,
20240707_2,jBn,m,5,,
20240707_3,iWq,m,5,,
20240707_3,sWa,m,5,often on trees,
20240707_3,jBRb,f,,,
20240707_3,jMrw,m,5,,
20240707_3,sYNr,u,,,
20240707_4,pRWob,m,5,,
20240707_5,cGRb,m,5,,
20240707_5,sRBaba,u,,,
20240707_5,sOo,m,5,,
20240707_5,GBB,f,,,
20240707_5,pWByn,f,,,
20240707_6,iMy,m,5,,
20240707_6,sAWgr,u,,,
20240707_6,jBrn,m,5,,
20240707_6,sGgr,u,,,
20240707_6,sOag,u,,,
20240707_6,sWow,m,5,,
20240707_6,pObo,m,5,,
20240707_6,pYNYba,m,5,,
20240707_6,sRGra,u,,,
20240707_7,sWMq,m,5,,
20240707_7,pWbo,m,5,,
20240707_7,sBYg,m,5,,
20240707_7,sWrb,u,,,
20240707_8,cBar,m,5,,
20240707_8,uGwg,m,5,,
20240707_8,sARow,m,5,,
20240707_8,sRNnr,m,5,,
20240707_8,uOq,m,5,,
20240708_1,cBar,m,5,singing,
20240708_1,fNo,m,5,,
20240708_2,pBYyn,m,5,,
20240708_2,jGyr,f,,,
20240708_2,pWRbo,m,5,,
20240708_3,iNyb,m,4.5,,
20240708_3,GBB,f,,,
20240708_3,sMag,m,5,,
20240708_3,sGn,m,5,,
20240708_3,jBn,m,5,,
20240708_3,sOo,m,5,,
20240708_3,pBGrb,f,,,
20240708_3,cOnr,m,5,,
20240708_4,jMrw,m,5,,
20240708_4,iWq,m,5,,
20240708_4,jBRb,f,,,
20240708_4,sWa,m,5,,
20240708_4,sBbwb,m,5,,
20240708_5,lYRbo,m,5,,
20240708_5,sAq,f,,,
20240708_5,sYyby,m,5,,
20240708_5,cWbg,f,,,
20240708_5,sYNr,u,,,
20240708_6,sAWgr,u,,,
20240708_6,iMy,m,5,,
20240708_6,pObo,m,5,,
20240708_6,sOag,u,,,
20240708_6,pYNYba,m,5,,
20240708_6,sRGra,u,,,
20240708_7,lWArg,m,5,,
20240708_7,zWbr,m,5,,
20240708_7,zYwo,f,,,
20240708_7,sNwr,m,5,,
20240708_8,sYnr,m,5,,
20240708_8,sWrb,u,,,
20240708_8,sBYg,m,5,,
20240708_8,pWbo,m,5,,
20240708_8,sWMq,m,5,,
20240708_9,cMra,f,,,
20240708_9,sYw,m,5,,
20240708_9,pANm,m,5,,
20240708_9,hBy,m,5,,
20240708_9,sMow,m,5,,
20240708_9,sGa,m,5,,
20240708_9,jBbwb,m,5,,
20240710_1,hBy,m,5,,
20240710_1,pANm,m,5,,
20240710_1,sGa,m,5,always on trees,
20240710_1,jBbwb,m,5,,
20240710_1,sMow,m,5,,
20240710_1,pNaba,m,5,,
20240710_1,sYw,u,,,
20240710_1,zWBWwg,m,5,,
20240710_1,cMra,f,,,
20240710_1,jMna,m,4.5,blue on eyebrows,
20240710_1,jWRna,f,,,
20240710_2,iWq,m,5,,
20240710_2,sBbwb,u,,,
20240710_2,jMrw,m,5,,
20240710_2,jBRb,f,,,
20240710_2,sWa,m,5,,
20240710_2,sAq,f,,,
20240710_2,cWbg,f,,,
20240710_2,sOrbr,m,5,,
20240710_2,sYyby,m,5,,
20240710_2,cMy,m,5,,
20240710_2,sYNr,u,,,
20240710_2,lYRbo,m,5,,
20240710_3,pRWob,m,5,,
20240710_4,sOag,u,,,
20240710_4,sRGra,u,,,
20240710_4,pYNYba,m,5,,
20240710_4,sWow,m,5,,
20240710_4,pObo,m,5,,
20240710_5,hBna,m,5,,
20240710_5,uOq,m,5,,
20240710_5,sARow,m,5,,
20240710_5,sRNnr,m,5,,
20240710_5,uYwg,m,5,,
20240710_5,sWBwr,m,5,single tail feather,
20240710_5,uGwg,m,5,,
20240710_5,cNb,m,5,,
20240710_5,sYRo,m,5,,
20240710_5,sBYg,m,5,,
20240710_6,GBB,f,,,
20240710_6,cOnr,m,5,,
20240710_6,iNyb,m,4.5,,
20240710_6,jBn,m,5,,
20240710_6,pBGrb,f,,,
20240710_6,sGn,m,5,,
20240710_6,sOo,m,5,,
20240710_6,sMag,m,5,,
20240710_7,cBar,m,5,,
20240710_7,fNo,m,5,,
20240710_8,pWRbo,m,5,,
20240710_8,jGyr,f,,,
20240710_8,pBYyn,m,5,,
20240710_8,zOWOgn,m,5,,
20240712_1,sRNnr,m,5,,
20240712_1,uGwg,m,5,,
20240712_1,sARow,m,5,,
20240712_1,sWBwr,u,,,
20240712_1,uOq,m,5,,
20240712_2,uYwg,m,5,,
20240712_2,hBna,m,5,,
20240712_2,cNb,m,5,,
20240712_2,sYRo,m,5,,
20240712_3,sYnr,m,5,,
20240712_3,sBYg,m,5,,
20240712_3,sWMq,m,5,,
20240712_3,pWbo,m,5,,
20240712_4,jBrn,m,5,,
20240712_4,iMy,m,4.5,,
20240712_4,sWow,m,5,,
20240712_4,pYNYba,m,5,,
20240712_4,sOag,u,,,
20240712_4,sRGra,u,,,
20240712_4,pObo,m,5,,
20240712_4,sGgr,u,,,
20240712_4,sAWgr,u,,,
20240712_5,pRWob,m,5,,
20240712_6,cMy,m,5,,
20240712_6,lYRbo,m,5,,
20240712_6,sAq,f,,,
20240712_6,sOrbr,m,5,,
20240712_6,sYNr,u,,,
20240712_7,sOrbr,m,5,,
20240712_7,pWByn,f,,,
20240712_7,sAq,f,,,
20240712_7,cGRb,m,5,,
20240712_7,sWBWgb,m,5,,
20240712_7,cMy,m,5,,
20240712_7,lYRbo,m,5,,
20240712_7,sYNr,u,,,
20240712_7,sRBaba,u,,,
20240712_8,sBbwb,u,,,
20240712_8,sWa,m,5,,
20240712_8,iWq,m,5,,
20240712_8,jBRb,f,,,
20240712_8,jMrw,m,5,,
20240712_9,zWBWwg,m,5,,
20240712_9,jWRna,f,,,
20240712_9,jMna,m,4.5,,
20240712_10,pBYyn,m,5,,
20240712_10,pWRbo,m,5,,
20240712_10,jGyr,f,,,
20240715_1,sMow,m,5,,
20240715_1,hBy,m,5,,
20240715_1,pNaba,m,5,,
20240715_1,jBbwb,m,5,,
20240715_1,sYw,m,5,,
20240715_1,cMra,f,,,
20240715_1,GBB,f,,,
20240715_1,sOo,m,5,,
20240715_1,pBGrb,f,,,
20240715_1,sGn,m,5,,
20240715_1,jBn,m,5,,
20240715_2,iWq,m,5,,
20240715_2,jBRb,f,,,
20240715_2,iMyb,m,5,,
20240715_2,sBbwb,u,,,
20240715_2,jMrw,m,5,,
20240715_2,sWa,m,5,,
20240715_3,cMy,m,5,,
20240715_3,lYRbo,m,5,,
20240715_3,sYyby,m,5,,
20240715_3,sOrbr,m,5,,
20240715_3,sYNr,u,,,
20240715_3,sAq,f,,,
20240715_3,cWbg,f,,,
20240715_4,pYNYba,m,5,,
20240715_4,sWow,m,5,,
20240715_4,sOag,u,,,
20240715_4,sRGra,u,,,
20240715_4,sGgr,u,,,
20240715_4,jBrn,m,5,,
20240715_5,sWMq,m,5,,
20240715_5,sBYg,m,5,,
20240715_5,sWrb,u,,,
20240715_5,pWbo,m,5,,
20240715_5,sYnr,m,5,,
20240715_6,zOob,f,,,
20240715_6,lGNw,m,5,,
20240715_6,pWBWwr,m,5,,
20240715_6,iGBao,f,,,
20240715_6,lWArg,m,5,,
20240715_6,pOWOoa,m,5,,
20240715_6,sMro,m,5,,
20240715_6,zWbr,m,5,,
20240715_6,zYwo,f,,,
20240715_7,fNo,m,5,,
20240715_7,sWBwr,u,,,
20240715_7,cBar,m,5,,
20240715_7,zOWOgn,m,5,,
20240715_8,jWRna,f,,,
20240715_8,zWBWwg,m,5,,
20240715_8,jMna,m,4.5,,
20240717_1,cBar,m,5,,
20240717_1,zOWOgn,m,5,,
20240717_1,pBYyn,m,5,,
20240717_1,pWRbo,m,5,,
20240717_1,jGyr,f,,,
20240717_1,fNo,m,5,,
20240717_2,uGwg,m,5,,
20240717_2,sARow,m,5,,
20240717_2,uOq,m,5,,
20240717_2,sWBwr,u,,,
20240717_2,sRNnr,m,5,,
20240717_2,cNb,m,5,,
20240717_2,uYwg,m,5,,
20240717_2,sYRo,m,5,,
20240717_3,sOag,u,,,
20240717_3,sGgr,u,,,
20240717_3,sWow,m,5,,
20240717_3,sRGra,u,,,
20240717_3,jBrn,m,5,,
20240717_3,pObo,m,5,,
20240717_3,sAWgr,u,,,
20240717_4,iOyn,m,4,,
20240717_5,lYRbo,m,5,,
20240717_5,sOrbr,m,5,,
20240717_5,sYyby,m,5,,
20240717_5,cWbg,f,,,
20240717_5,sYNr,u,,,
20240717_5,cMy,m,5,,
20240717_6,iWq,m,5,,
20240717_6,sBbwb,u,,,
20240717_6,jMrw,m,5,,
20240717_6,jBRb,f,,,
20240717_6,sWa,m,5,,
20240717_7,jBn,m,5,,
20240717_7,sMag,m,5,,
20240717_7,sOo,m,5,,
20240717_7,cOnr,m,5,,
20240717_7,pBGrb,f,,,
20240717_7,GBB,f,,,
20240717_7,sGn,m,5,,
20240717_7,iNyb,m,4.5,,
20240717_8,pANm,m,5,,
20240717_8,cMra,f,,,
20240717_8,jBbwb,m,5,,
20240717_8,sYw,m,5,might be a female,
20240717_8,sMow,m,5,,
20240717_8,hBy,m,5,,
20240717_8,sGa,m,5,,
20240719_1,sARow,m,5,,
20240719_1,uGwg,m,5,,
20240719_2,sOag,u,,,
20240719_2,pObo,m,5,,
20240719_2,sWow,m,5,,
20240719_2,pYNYba,m,5,,
20240719_2,sGgr,u,,,
20240719_2,sRGra,u,,,
20240719_2,jBrn,m,5,,
20240719_3,pWByn,f,,one blue feather with white tip,
20240719_3,cGRb,m,4.5,,
20240719_3,sRBaba,u,,,
20240719_3,sWBWgb,m,5,,
20240719_4,iWq,m,5,,
20240719_4,jMrw,m,5,,
20240719_4,jBRb,f,,,
20240719_4,sBbwb,u,,,
20240719_4,sWa,m,5,,
20240719_5,iNyb,m,4.5,,
20240719_5,GBB,f,,,
20240719_5,sMag,m,5,,
20240719_5,jBn,m,5,,
20240719_5,sGn,m,5,,
20240719_5,pBGrb,f,,,
20240719_5,sOo,m,5,,
20240719_5,cOnr,m,5,,
20240719_6,jMna,m,4.5,,
20240719_6,zWBWwg,m,5,,
20240719_6,jWRna,f,,,
20240719_7,fNo,m,5,,
20240719_7,pBYyn,m,5,,
20240719_7,pWRbo,m,5,,
20240719_7,jGyr,f,,,
20240719_7,zOWOgn,m,5,,
20240719_7,cBar,m,5,,
20240719_7,sBnr,u,,,
20240719_8,sWow,m,5,,
20240719_8,hBy,m,5,,
20240719_8,pNaba,m,5,,
20240719_8,cMra,f,,,
20240719_8,jBbwb,m,5,,
20240719_8,sAg,f,,,
20240719_8,pANm,m,5,,
20240722_1,jGyr,f,,,
20240722_1,cBar,m,5,,
20240722_1,zOWOgn,m,5,,
20240722_1,pBYyn,m,5,,
20240722_1,pWRbo,m,5,,
20240722_1,fNo,m,5,,
20240722_1,sBGo,u,,,
20240722_2,jMna,m,4.5,,
20240722_2,zWBWwg,m,5,,
20240722_2,jWRna,f,,,
20240722_3,uGwg,m,5,,
20240722_3,uOq,m,5,,
20240722_3,sYRo,m,5,,
20240722_3,sARow,m,5,,
20240722_3,sRNnr,m,5,,
20240722_4,sWrb,u,,,
20240722_4,sWMq,m,5,,
20240722_4,pWbo,m,5,,
20240722_4,sYnr,m,5,,
20240722_4,sWBwr,u,,,
20240722_5,zOob,f,,,
20240722_5,sNwr,m,5,,
20240722_5,zYwo,f,,,
20240722_5,zWbr,m,4,,
20240722_5,lWArg,m,5,,
20240722_6,cGRb,m,4.5,,
20240722_6,pWByn,f,,,
20240722_6,sWBWgb,m,5,,
20240722_6,sRBaba,u,,,
20240722_7,jBrn,m,5,,
20240722_7,sAWgr,u,,,
20240722_8,pRWob,m,5,,
20240722_9,sBbwb,u,,,
20240722_9,sWa,m,5,,
20240722_9,jBRb,f,,,
20240722_9,jMrw,m,4.5,,
20240722_9,iWq,m,5,,
20240722_10,sMag,m,5,,
20240722_10,iNyb,m,4.5,,
20240722_10,cOnr,m,5,,
20240722_10,GBB,f,,,
20240722_10,sGn,m,5,,
20240722_10,sOo,m,5,,
20240722_10,pBGrb,f,,,
20240722_10,jBn,m,5,,
20240722_11,cMra,f,,,
20240722_11,hBy,m,5,,
20240722_11,jBbwb,m,5,,
20240722_11,pNaba,m,5,,
20240722_11,sMow,m,5,,
20240722_11,sYw,m,5,,
20240724_1,sMow,m,5,,
20240724_1,jBbwb,m,5,,
20240724_1,hBy,m,5,,
20240724_1,sYw,m,5,,
20240724_1,sGa,m,5,,
20240724_2,cOnr,m,5,,
20240724_2,jBn,m,5,,
20240724_2,sGn,m,5,,
20240724_2,pBGrb,f,,,
20240724_2,GBB,f,,,
20240724_2,sMag,m,5,,
20240724_2,sOo,m,5,,
20240724_2,iNyb,m,4.5,,
20240724_3,sWa,m,5,,
20240724_3,jMrw,m,4,,
20240724_3,iWq,m,5,,
20240724_3,jBRb,f,,,
20240724_3,sBbwb,u,,,
20240724_4,sYyby,m,5,,
20240724_4,sOrbr,m,5,,
20240724_4,cMy,m,4,,
20240724_4,sAq,f,,,
20240724_4,cWbg,f,,,
20240724_4,lYRbo,m,5,,
20240724_4,sYNr,u,,,
20240724_5,jBRao,m,5,,
20240724_5,sGgr,u,,,
20240724_5,jYny,m,5,,
20240724_5,zBYBan,m,NA,,
20240724_5,hRo,f,,,
20240724_6,pWbo,m,5,,
20240724_6,cNb,m,5,,
20240724_7,sARow,m,5,,
20240724_7,sWBwr,u,,,
20240724_7,uOq,m,5,,
20240725_1,sOag,u,,,
20240725_1,sWow,m,5,,
20240725_1,pYNYba,m,5,,
20240725_1,sRGra,u,,,
20240725_1,pObo,m,4.5,,
20240725_2,jBrn,m,5,,
20240725_2,sAWgr,u,,,
20240725_3,cMy,m,4,,
20240725_3,lYRbo,m,4.5,,
20240725_3,sAq,f,,,
20240725_3,sYNr,u,,,
20240725_3,sOrbr,m,5,,
20240725_3,cWbg,f,,,
20240725_3,sYyby,m,5,,
20240725_4,cGRb,m,5,,
20240725_4,sRBaba,u,,,
20240725_4,pWByn,f,,,
20240725_4,sWBWgb,m,5,,
20240725_5,uGwg,m,5,,
20240725_5,uOq,m,5,,
20240725_5,hBna,m,5,,
20240725_5,sYRo,m,5,,
20240725_5,sRNnr,m,5,,
20240725_5,sWMq,m,5,,
20240725_5,pWbo,m,5,,
20240725_5,uYwg,m,5,,
20240725_5,sARow,m,5,,
20240725_5,cNb,m,5,,
20240725_6,fNo,m,5,,
20240725_6,sBGo,u,,,
20240725_6,cBar,m,5,,
20240726_1,cMra,f,,,
20240726_1,jBbwb,m,5,,
20240726_1,sGa,m,5,,
20240726_1,hBy,m,5,,
20240726_1,sMow,m,5,,
20240726_1,pNaba,m,5,,
20240726_2,jGyr,f,,,
20240726_2,pWRbo,m,4,,
20240726_2,zOWOgn,m,5,,
20240726_2,sBnr,u,,,
20240726_2,pBYyn,m,5,,
20240726_3,cBar,m,5,,
20240726_3,sBGo,u,,,
20240726_3,fNo,m,5,,
20240726_4,cOnr,m,5,,
20240726_4,jBn,m,5,,
20240726_4,sGn,m,5,,
20240726_4,sMag,m,5,,
20240726_4,pBGrb,f,,,
20240726_4,GBB,f,,,
20240726_4,sOo,m,5,,
20240726_4,iNyb,m,4.5,,
20240726_5,zWBWwg,m,5,,
20240726_5,jWRna,f,,,
20240726_5,jMna,m,4,,
20240726_6,jMrw,m,4,,
20240726_6,jBRb,f,,,
20240726_6,sWa,m,5,,
20240726_6,sBbwb,u,,,
20240726_6,iWq,m,5,,
20240726_7,cMy,m,4,,
20240726_7,cWbg,f,,,
20240726_7,sOrbr,m,5,,
20240726_7,sYyby,m,5,,
20240726_7,sYNr,u,,,
20240726_7,lYRbo,m,4.5,,
20240726_7,sAq,f,,,
20240726_8,pRWob,m,5,,
20240726_9,cGRb,m,4,,
20240726_9,sWBWgb,m,5,,
20240726_9,sRBaba,u,,,
20240726_9,pWByn,f,,,
20240726_10,jBrn,m,5,,
20240726_10,sAWgr,u,,,
20240726_10,pYNYba,m,5,,
20240726_10,sOag,u,,,
20240726_10,sWow,m,5,,
20240726_10,sRGra,u,,,
20240726_10,pObo,m,4,,
20240726_11,uOq,m,5,,
20240726_11,sBnr,u,,,
20240726_11,sWBwr,u,,,
20240726_11,sARow,m,5,,
20240726_11,uGwg,m,5,,
20240726_11,sYRo,m,5,,
20240726_11,cNb,m,5,,
20240726_11,sRNnr,m,5,,
20240726_11,sWMq,m,5,,
20240726_12,sYnr,m,5,,
20240726_12,pWbo,m,5,,
20240726_12,sWMq,m,5,,
20240726_13,sNwr,m,5,,
20240726_13,zWbr,m,3,,
20240726_13,zYwo,f,,,
20240726_13,lWArg,m,4.5,,
20240726_13,zOob,f,,,
20240728_1,hBy,m,5,,
20240728_1,pNaba,m,5,,
20240728_1,sMow,m,5,,
20240728_1,cMra,f,,,
20240728_1,sGa,m,5,,
20240728_1,sYw,m,5,,
20240728_1,jBbwb,m,5,,
20240728_2,jWRna,f,,,
20240728_2,jMna,m,4,,
20240728_2,zWBWwg,m,5,,
20240728_3,sOo,m,5,,
20240728_3,pBGrb,f,,,
20240728_3,jBn,m,5,,
20240728_3,iNyb,m,4.5,,
20240728_4,sWa,m,5,,
20240728_4,jMrw,m,3.5,,
20240728_4,sBbwb,u,,,
20240728_4,iWq,m,5,,
20240728_4,pWByn,f,,,
20240728_4,cGRb,m,4,,
20240728_4,jBRb,f,,,
20240728_4,sWBWgb,,,,
20240728_4,sRBaba,u,,,
20240728_5,lYRbo,m,4.5,,
20240728_5,sAq,f,,,
20240728_5,sYnr,,,,
20240728_6,sOrbr,m,5,,
20240728_6,cMy,m,3.5,,
20240728_6,cWbg,f,,,
20240728_6,sYyby,m,5,,
20240728_7,pRWob,m,5,,
20240728_8,pObo,m,4,,
20240728_8,sRGra,u,,,
20240728_8,sOag,u,,,
20240728_8,sWow,m,5,,
20240728_8,jBrn,m,5,,
20240728_8,sAWgr,u,,,
20240728_9,uOq,m,5,,
20240728_9,uGwg,m,5,,
20240728_9,sRNnr,m,5,,
20240728_9,sWBwr,u,,,
20240728_9,cNb,m,5,,
20240728_9,sRGra,u,,,
20240728_9,sWow,m,5,,
20240728_9,sOag,u,,,
20240728_9,pObo,m,4,,
20240728_9,jBrn,m,5,,
20240728_9,sAWgr,u,,,
20240728_9,sARow,m,5,,
20240728_9,pYNYba,m,5,Not in the lawn with the rest but in its territory alone (close to the road inbetween the greenhouse and the road). The rest joins soon after.,
20240728_10,sGn,m,5,,
20240728_10,cOnr,m,5,,
20240728_10,GBB,f,,,
20240728_10,iNyb,m,4.5,,
20240728_10,sOo,m,5,,
20240728_10,jBn,m,5,,
20240728_10,pBGrb,f,,,
20240728_11,zYwo,f,,,
20240728_11,lWArg,m,5,,
20240728_11,zOob,f,,,
20240728_11,sWMq,m,5,,
20240728_11,sYnr,m,5,,
20240728_11,pWbo,m,5,,
20240728_11,sNwr,m,5,,
20240728_11,zWbr,m,2,,
20240728_12,cBar,m,5,,
20240728_12,fNo,m,5,,
20240730_1,sBnr,u,,,
20240730_1,pWRbo,m,4,,
20240730_1,zOWOgn,m,5,,
20240730_1,pBYyn,m,5,,
20240730_1,jGyr,f,,,
20240730_2,cBar,m,5,,
20240730_2,sBGo,u,,,
20240730_2,fNo,m,5,,
20240730_3,sRNnr,m,5,,
20240730_3,uGwg,m,5,,
20240730_3,sARow,m,5,,
20240730_3,sWBwr,u,,,
20240730_3,uOq,m,5,,
20240730_4,sWMq,m,5,,
20240730_4,sYnr,m,5,,
20240730_4,pWbo,m,4.5,,
20240730_5,zYwo,f,,,
20240730_5,lWArg,m,5,,
20240730_5,zWbr,m,2,,
20240730_5,sNwr,u,,,
20240730_6,pYNYba,m,5,,
20240730_6,sWow,m,5,,
20240730_6,sOag,u,,,
20240730_6,jBrn,m,5,,
20240730_6,sAWgr,u,,,
20240730_6,sRGra,u,,,
20240730_6,pObo,m,3.5,"leads the movement, flies from the N side of the lawn () to S (GBB side)",
20240730_7,GBB,f,,,
20240730_7,sOo,m,5,,
20240730_7,jBn,m,5,,
20240730_7,sMag,m,5,,
20240730_7,pBGrb,f,,,
20240730_7,cOnr,m,5,,
20240730_7,sGn,m,5,,
20240730_7,iNyb,m,4.5,,
20240730_8,jWRna,f,,,
20240730_8,zWBWwg,m,5,possibly a 4.5 with 1 blue feather,
20240730_8,jMna,m,4,,
20240730_9,sMow,m,5,,
20240730_9,sYw,m,5,,
20240730_9,sGa,m,5,,
20240730_9,hBy,m,5,,
20240730_10,jMrw,m,3.5,,
20240730_10,iWq,m,5,,
20240730_10,jBRb,f,,,
20240730_10,sWa,m,5,,
20240730_10,sBbwb,u,,,
20240730_11,sYNr,m,5,,
20240730_11,sAq,f,,,
20240730_11,lYRbo,m,4,,
20240730_11,cMy,m,2,,
20240730_11,sOrbr,m,5,,
20240730_11,sYyby,m,5,,
20240730_11,cWbg,f,,,
20240730_12,hBna,m,4.5,,
20240730_12,sYRo,m,5,,
20240730_12,sBnr,u,,,
20240730_12,sBGo,u,,,
20240730_12,zOWOgn,m,5,,
20240730_12,pBYyn,m,5,,
20240730_12,sWBwr,u,,,
20240730_12,cNb,m,5,,
20240730_12,uYwg,m,5,,
20240801_1,cGRb,m,2,,
20240801_1,sWBWgb,m,5,,
20240801_1,pWByn,f,,,
20240801_1,sRBaba,u,,,
20240801_2,cNb,m,5,,
20240801_2,sYRo,m,5,,
20240801_2,sRNnr,m,5,,
20240801_2,sWBwr,u,,,
20240801_2,hBna,m,4.5,,
20240801_2,uYwg,m,5,,
20240802_1,pWRbo,m,2,,
20240802_1,jGyr,f,,,
20240802_1,zOWOgn,m,5,,
20240802_1,pBYyn,m,5,,
20240802_2,pNaba,m,5,,
20240802_2,zWBWwg,m,5,,
20240802_2,cMra,f,,,
20240802_2,jMna,m,3,,
20240802_2,sYw,m,5,,
20240802_2,hBy,m,5,,
20240802_2,sGa,m,5,,
20240802_2,jBbwb,m,5,,
20240802_2,sMow,m,5,,
20240802_2,jWRna,f,,,
20240802_3,jBRb,f,,,
20240802_3,iWq,m,5,,
20240802_3,sBbwb,u,,,
20240802_3,jMrw,m,3,,
20240802_3,sWa,m,5,,
20240802_4,sOrbr,m,5,,
20240802_4,cMy,m,1.5,,
20240802_4,sYNr,m,5,,
20240802_5,cGRb,m,2,,
20240802_5,pWByn,f,,,
20240802_5,sRBaba,u,,,
20240802_5,sWBWgb,m,5,,
20240802_6,sAWgr,u,,,
20240802_6,jBrn,m,5,,
20240802_7,sWow,m,5,,
20240802_7,pYNYba,m,5,,
20240802_7,sOag,u,,,
20240802_7,sRGra,u,,,
20240802_7,pObo,m,3,,
20240802_8,sWow,m,5,,
20240802_8,pYNYba,m,5,,
20240802_8,sOag,u,,,
20240802_8,sRGra,u,,,
20240802_8,pObo,m,3,,
20240802_8,jBrn,m,5,,
20240802_8,sAWgr,u,,,
20240802_9,pWbo,m,4.5,,
20240802_10,sRNnr,m,5,,
20240802_10,sWBwr,u,,,
20240802_10,pBYyn,m,5,,
20240802_10,zOWOgn,m,5,,
20240802_10,sBGo,u,,,
20240802_10,cBar,m,5,,
20240802_10,sYRo,m,5,,
20240802_10,sBnr,u,,,
20240802_10,pWbo,m,5,,
20240802_10,sWMq,m,5,,
20240802_10,sYnr,m,5,,
20240802_11,jBn,m,5,,
20240802_11,pBGrb,f,,,
20240802_11,cOnr,m,5,,
20240802_11,iNyb,m,4.5,,
20240802_11,sOo,m,5,,
20240802_11,sGn,m,5,,
20240802_11,sMag,m,5,,
20240805_1,pNaba,m,5,,
20240805_1,cMra,f,,,
20240805_1,jBbwb,m,5,,
20240805_1,sMow,m,4,,
20240805_1,hBy,m,5,,
20240805_1,sGa,m,5,,
20240805_1,sYw,u,,,
20240806_1,jGyr,f,,,
20240806_1,pBYyn,m,5,,
20240806_1,pWRbo,m,1.5,,
20240806_1,zOWOgn,m,5,,
20240806_1,sBnr,u,,,
20240806_2,pNaba,m,5,,
20240806_2,cMra,f,,,
20240806_2,sGa,m,5,,
20240806_2,jBbwb,m,5,,
20240806_2,sYw,m,5,,
20240806_2,sMow,m,4,,
20240806_2,hBy,m,5,,
20240806_3,jMna,m,1,,
20240806_3,jWRna,f,,,
20240806_3,zWBWwg,m,4,,
20240806_4,cOnr,m,5,,
20240806_4,sOo,m,5,,
20240806_4,iNyb,m,4.5,,
20240806_4,pBGrb,f,,,
20240806_4,GBB,f,,,
20240806_4,sGn,m,5,,
20240806_4,sMag,m,5,,
20240806_4,jBn,m,5,,
20240806_5,iOyn,m,1.5,,
20240806_6,sBbwb,u,,,
20240806_6,iWq,m,5,,
20240806_6,jMrw,m,1.5,,
20240806_6,jBRb,f,,,
20240806_6,sWa,m,5,,
20240806_7,sWBWgb,m,5,,
20240806_7,cGRb,m,1,,
20240806_7,pWByn,f,,,
20240806_7,sRBaba,u,,,
20240806_8,pObo,m,1,,
20240806_8,sRGra,u,,,
20240806_8,pYNYba,m,5,Maybe a moult start,
20240806_8,sOag,u,,,
20240806_8,sWow,m,5,,
20240806_9,sWMq,m,5,,
20240806_9,pWbo,m,4,,
20240806_9,sYnr,m,5,,
20240806_9,sGgr,u,,,
20240806_10,sBnr,u,,,
20240806_10,sWBwr,u,,,
20240806_10,pBYyn,m,5,,
20240806_10,sBGo,u,,,
